method,agieval_lsat_ar,arc_challenge,arc_easy,coqa,gsm8k,hellaswag,jeopardy,lambada_openai,mbpp,mmlu,piqa,social_iqa,squadv2,winogrande,average
apertus_8b@step500000,0.19130434782608696,0.5281569965870307,0.797979797979798,0.7746824783980482,0.15466262319939347,0.7854013144791874,0.5548,0.4467300601591306,0.1625,0.5170162673764724,0.8025027203482046,0.44933469805527126,0.8298604071004317,0.7229676400947119,0.5512785251145547
apertus_8b@step300000,0.2217391304347826,0.5418088737201365,0.7984006734006734,0.7436178232739704,0.155420773313116,0.7801234813782115,0.5462,0.4729283912284106,0.15275,0.46569624561581247,0.809031556039173,0.44933469805527126,0.8351836786990016,0.7198105761641673,0.5494318500944805
smollm3_3b@step3440000,0.2,0.5110921501706485,0.8034511784511784,0.7572906455967229,0.1819560272934041,0.7288388767177854,0.4932,0.44808849214050067,0.275625,0.5528894949392349,0.7818280739934712,0.4483111566018424,0.8214112009763258,0.6866614048934491,0.5493316929838973
smollm3_3b@step2800000,0.22608695652173913,0.5238907849829352,0.7790404040404041,0.7492818669391798,0.17058377558756635,0.7210714997012547,0.488,0.4438191344847662,0.27,0.5433626326681278,0.7878128400435256,0.44779938587512796,0.8215714552927206,0.7016574585635359,0.5481412996214916
olmo_3_1025_7b@step200000,0.21739130434782608,0.5435153583617748,0.8274410774410774,0.7730481465276494,0.16982562547384383,0.7225652260505875,0.471,0.430622938094314,0.266,0.5222245282512412,0.7720348204570185,0.4437052200614125,0.8300114648117144,0.6835043409629045,0.5480635750600974
oellm_datamix_9b_60_40@step200000,0.1956521739130435,0.5119453924914675,0.8026094276094277,0.7557827421015954,0.15845337376800606,0.7486556462856004,0.5122,0.5509411993013779,0.172375,0.5134893743094339,0.8030467899891186,0.4452405322415558,0.7925626070264558,0.7024467245461721,0.5475286416845181
oellm_datamix_9b_60_40@step180000,0.19130434782608696,0.5221843003412969,0.805976430976431,0.7593357371196999,0.1281273692191054,0.7488548097988449,0.4968,0.5579274209198525,0.171625,0.5120510201993201,0.7986942328618063,0.4483111566018424,0.7993390519098259,0.7032359905288083,0.5459833477359229
smollm3_3b@step3200000,0.2217391304347826,0.5247440273037542,0.7962962962962963,0.7634451747153533,0.17664897649734648,0.7257518422624976,0.4822,0.4405200853871531,0.2633125,0.5152190590502485,0.7883569096844396,0.4467758444216991,0.8183016198934064,0.67008681925809,0.5452427346575048
apertus_70b@step75000,0.18695652173913044,0.5196245733788396,0.8068181818181818,0.7601232005068619,0.14329037149355572,0.7927703644692292,0.5797,0.4170386182806132,0.167875,0.4511849715345799,0.8155603917301415,0.4631525076765609,0.8024614303919559,0.7261247040252565,0.5451914883603505
olmo_hybrid_7b@step100000,0.20434782608695654,0.5213310580204779,0.7891414141414141,0.7248790986769436,0.1516300227445034,0.7029476199960167,0.4471,0.5612264700174655,0.271,0.5396035198553817,0.7845484221980413,0.43858751279426816,0.8063312711619949,0.6803472770323599,0.5445015366232732
olmo_hybrid_7b@step90000,0.20434782608695654,0.5179180887372014,0.8063973063973064,0.6794247483087709,0.17892342683851403,0.7017526389165505,0.4453,0.5684067533475645,0.276,0.5248102843532013,0.7845484221980413,0.44421699078812693,0.8134932337896305,0.6771902131018153,0.5444807094902628
oellm_datamix_9b_60_40@step160000,0.20869565217391303,0.5187713310580204,0.813973063973064,0.7257940564170567,0.11448066717210008,0.7457677753435571,0.4961,0.5526877547059965,0.182,0.5046195180476286,0.8014145810663765,0.4539406345957011,0.8065682224607424,0.6945540647198106,0.5442405229809977
oellm_datamix_9b_60_40@step140000,0.2,0.5204778156996587,0.7937710437710438,0.7430558050142643,0.12661106899166036,0.741983668591914,0.4905,0.5569571123617311,0.172125,0.5021007434282316,0.8079434167573449,0.45598771750255884,0.8037372021353159,0.7024467245461721,0.5441212370571354
apertus_8b@step350000,0.1826086956521739,0.5247440273037542,0.8156565656565656,0.7436386844208056,0.15845337376800606,0.783011352320255,0.5464,0.43663885115466716,0.16575,0.46728743304186604,0.8030467899891186,0.4534288638689867,0.8142514651854109,0.7221783741120757,0.5440781768909776
smollm3_3b@step2400000,0.20869565217391303,0.5341296928327645,0.8080808080808081,0.7483615795375668,0.16300227445034116,0.7162915753833897,0.4802,0.43819134484766153,0.27025,0.5340133495991471,0.7780195865070729,0.44114636642784033,0.8131083628750885,0.6827150749802684,0.5440146905497044
olmo_3_1025_7b@step150000,0.16956521739130434,0.5273037542662116,0.7971380471380471,0.76644122425344,0.17361637604245642,0.7135032861979685,0.452,0.44537162817776055,0.2806875,0.5152311768247285,0.7731229597388466,0.4641760491299898,0.8232783305283176,0.6661404893449092,0.5405411456452842
olmo_3_1125_32b@step20000,0.18695652173913044,0.5324232081911263,0.8038720538720538,0.7626548946669064,0.15314632297194844,0.7083250348536149,0.458,0.4478944304288764,0.2996875,0.46292998969716714,0.7861806311207835,0.4626407369498465,0.8116002894178648,0.6764009471191792,0.5394794686448927
smollm3_3b@step1600000,0.2217391304347826,0.5085324232081911,0.7853535353535354,0.7452401771546519,0.1645185746777862,0.7219677355108544,0.4769,0.44478944304288764,0.2689375,0.5047114745962923,0.7665941240478781,0.4278403275332651,0.8195807593921616,0.691397000789266,0.539150157552968
smollm3_3b@step2000000,0.17391304347826086,0.5273037542662116,0.7975589225589226,0.7380967331943586,0.1607278241091736,0.723859788886676,0.4748,0.4131573840481273,0.289,0.5165485970407451,0.7704026115342764,0.4314227226202661,0.8240948596817428,0.6787687450670876,0.5371182133204179
olmo_hybrid_7b@step70000,0.2217391304347826,0.5008532423208191,0.7680976430976431,0.6955648367991459,0.13419257012888552,0.6930890260904202,0.4342,0.5711236173103047,0.26,0.5041209665055562,0.7736670293797606,0.45291709314227224,0.8080161739518291,0.6835043409629045,0.5357918335803087
apertus_8b@step250000,0.17391304347826086,0.5136518771331058,0.79503367003367,0.7448277586880786,0.13419257012888552,0.7732523401712806,0.5456,0.43586260430817,0.1589375,0.43137407557410745,0.7970620239390642,0.46366427840327534,0.8195097094571516,0.7119179163378059,0.5356285262609183
oellm_datamix_9b_60_40@step120000,0.22608695652173913,0.5017064846416383,0.7929292929292929,0.7349569338682697,0.09173616376042457,0.7346146186018722,0.4837,0.5507471375897536,0.1650625,0.48669780699165566,0.7959738846572362,0.4452405322415558,0.8009841129048468,0.6858721389108129,0.5354506116870785
olmo_hybrid_7b@step80000,0.16521739130434782,0.5085324232081911,0.7781986531986532,0.6927534592590853,0.15390447308567096,0.696176060545708,0.4404,0.562196778575587,0.2668,0.5060793429043453,0.7818280739934712,0.4452405322415558,0.8198209489248017,0.6771902131018153,0.5353098821673737
oellm_datamix_2b_90_10@step950000,0.22608695652173913,0.48208191126279865,0.7853535353535354,0.7245205705344577,0.11372251705837756,0.7321250746863175,0.4763,0.551717446147875,0.1684375,0.5061811367332024,0.7905331882480957,0.4626407369498465,0.7766891921044957,0.6771902131018153,0.5338271413358969
smollm3_3b@step1400000,0.21739130434782608,0.5102389078498294,0.7752525252525253,0.7468501828383506,0.14480667172100076,0.7226648078072098,0.4706,0.43198137007568405,0.2698125,0.508196828044537,0.7676822633297062,0.43193449334698053,0.8129956307817909,0.6629834254143646,0.5338136364864147
smollm3_3b@step1200000,0.19130434782608696,0.5401023890784983,0.8047138047138047,0.7389309161691459,0.14025777103866566,0.7191794463254332,0.4724,0.44207257908014747,0.2464375,0.5022218119716936,0.7693144722524483,0.43654042988741043,0.8052992281062988,0.659037095501184,0.5334151279964869
apertus_8b@step200000,0.20434782608695654,0.4880546075085324,0.7773569023569024,0.7651725147760977,0.1288855193328279,0.7719577773351922,0.533,0.4370269745779158,0.1445,0.4368628925036804,0.794341675734494,0.4539406345957011,0.8131475581309866,0.7166535122336227,0.5332320282266364
prelude_iter_0124800,0.1913043478260869,0.5281569965870307,0.803030303030303,0.7666554348304637,0.1341925701288855,0.745767775343557,,0.7224917523772559,,0.5080472867112947,0.8106637649619152,0.4564994882292733,0.0367340709058124,0.6937647987371744,0.5331090491390879
oellm_datamix_2b_90_10,0.21304347826086956,0.4812286689419795,0.7828282828282829,0.7276708402804227,0.1152388172858226,0.7311292571200956,0.4773,0.548418397050262,0.16025,0.5053191340611637,0.7894450489662677,0.46366427840327534,0.7749612315727921,0.6692975532754538,0.5314139277176206
olmo_hybrid_7b@step60000,0.2217391304347826,0.4974402730375427,0.7794612794612794,0.6897836780357891,0.12585291887793784,0.6901015733917546,0.421,0.5501649524548806,0.2696,0.4784781641464941,0.7698585418933623,0.4390992835209826,0.7973841661494865,0.6795580110497238,0.529251569461001
smollm3_3b@step1000000,0.20434782608695654,0.5110921501706485,0.7815656565656566,0.7305943152599553,0.13191811978771797,0.719079864568811,0.4598,0.425383271880458,0.2685,0.48772952934810504,0.7676822633297062,0.4437052200614125,0.7971182217359575,0.6732438831886346,0.5286971658560013
apertus_8b@step150000,0.18695652173913044,0.5093856655290102,0.7954545454545454,0.7570143158689255,0.12736921910538287,0.7677753435570603,0.5335,0.40869396468076846,0.1394375,0.38983524159126215,0.7959738846572362,0.4600818833162743,0.8122278403194538,0.7095501183898973,0.5280897174434962
olmo_3_1025_7b@step100000,0.23043478260869565,0.5204778156996587,0.7680976430976431,0.7459389596058474,0.14329037149355572,0.699362676757618,0.4265,0.428682320978071,0.272625,0.48130049550304776,0.7682263329706203,0.4524053224155578,0.8002168341095385,0.6535122336227308,0.5279336277758989
olmo_3_1025_7b@step90000,0.22608695652173913,0.492320819112628,0.7769360269360269,0.7318090139434068,0.1372251705837756,0.7017526389165505,0.418,0.43916165340578306,0.257375,0.4748343788503719,0.779107725788901,0.45598771750255884,0.803911479846268,0.6614048934490924,0.5254223910612216
oellm_datamix_9b_60_40@step100000,0.1956521739130435,0.4880546075085324,0.7857744107744108,0.7309292226805009,0.09628506444275967,0.7299342760406293,0.4631,0.5658839510964486,0.14825,0.4573270121874411,0.7861806311207835,0.4483111566018424,0.7725035780519864,0.6795580110497238,0.5248388639620073
smollm3_3b@step640000,0.18695652173913044,0.5093856655290102,0.7895622895622896,0.7344193891597641,0.1197877179681577,0.710017924716192,0.4488,0.4281001358431981,0.265,0.4728903315585959,0.778563656147987,0.4421699078812692,0.8009211794553321,0.6558800315706393,0.5244610536522547
oellm_datamix_9b_60_40@step90000,0.18695652173913044,0.5025597269624573,0.7891414141414141,0.7220652276342935,0.08567096285064443,0.7264489145588529,0.4507,0.5445371628177761,0.175375,0.4789163777087791,0.7910772578890098,0.45496417604913,0.7569358308394768,0.67008681925809,0.5239596708892182
olmo_hybrid_7b@step45000,0.23478260869565218,0.49573378839590443,0.7920875420875421,0.7176437737271476,0.09401061410159212,0.678550089623581,0.4045,0.553658063264118,0.23939999999999997,0.43491108160035463,0.7763873775843307,0.4344933469805527,0.7971623831160117,0.6819258089976322,0.5239461770124585
olmo_3_1025_7b@step80000,0.23478260869565218,0.5102389078498294,0.7769360269360269,0.7444919315771276,0.1197877179681577,0.696673969328819,0.4102,0.4251892101688337,0.256125,0.47052048854990114,0.7747551686615887,0.44472876151484136,0.8032099914855279,0.665351223362273,0.5237850718641842
olmo_hybrid_7b@step50000,0.20869565217391303,0.5,0.7845117845117845,0.7051853948208668,0.09855951478392722,0.6786496713802032,0.4139,0.5561808655152338,0.2274,0.45459606310479006,0.780195865070729,0.43551688843398156,0.7953316458323395,0.6764009471191792,0.5225088780533534
oellm_datamix_2b_80_20,0.19130434782608696,0.48378839590443684,0.7836700336700336,0.7269368012625111,0.1023502653525398,0.7184823740290779,0.4553,0.5354162623714341,0.1409375,0.49856857359071555,0.7905331882480957,0.4406345957011259,0.7708474605212061,0.6669297553275454,0.5218356824146292
smollm3_3b@step800000,0.21304347826086956,0.4906143344709898,0.7588383838383839,0.6875011418523113,0.13419257012888552,0.7097191794463255,0.4592,0.4354744808849214,0.2645,0.479151379835055,0.7747551686615887,0.42988741044012285,0.7842603242480471,0.6827150749802684,0.521703780503412
oellm_datamix_2b_80_20@step950000,0.1956521739130435,0.4863481228668942,0.7781986531986532,0.7213605346522469,0.09249431387414708,0.7155945030870344,0.4566,0.5424024839899088,0.14525,0.498977197202093,0.7883569096844396,0.43654042988741043,0.7685266624873416,0.6661404893449092,0.5208887481562944
oellm_datamix_9b_60_40@step80000,0.21739130434782608,0.49829351535836175,0.7866161616161617,0.7220001390226253,0.06747536012130402,0.7230631348336984,0.4586,0.5414321754317873,0.1681875,0.4267253570749676,0.7845484221980413,0.4452405322415558,0.778127304585668,0.6732438831886346,0.5207817707157594
smollm3_3b@step480000,0.2217391304347826,0.515358361774744,0.7861952861952862,0.7238623062217985,0.10007581501137225,0.7035451105357499,0.4354,0.43663885115466716,0.2211875,0.4519572547403316,0.7676822633297062,0.44421699078812693,0.7981385451024166,0.6503551696921863,0.5183108989272263
oellm_datamix_2b_90_10@step900000,0.22608695652173913,0.4684300341296928,0.7672558922558923,0.6999248579715155,0.11296436694465505,0.7164907388966342,0.4525,0.5259072385018436,0.14225,0.4796280367016916,0.7861806311207835,0.4524053224155578,0.7595170112993858,0.6637726913970008,0.5180938412968851
oellm_datamix_2b_90_10@step850000,0.2217391304347826,0.4684300341296928,0.7647306397306397,0.7048432898687064,0.09855951478392722,0.7136028679545907,0.4373,0.5383271880457986,0.146875,0.47619705521094496,0.7845484221980413,0.4498464687819857,0.7712902383247054,0.6503551696921863,0.5161889299397143
olmo_3_1125_32b@step15000,0.2217391304347826,0.5255972696245734,0.7929292929292929,0.7421971438992212,0.10614101592115238,0.6964748058155746,0.4345,0.44459538133126336,0.25175,0.3039348877324174,0.7687704026115343,0.4646878198567042,0.7894008836273273,0.6764009471191792,0.5156513557787873
oellm_datamix_9b_60_40@step70000,0.24347826086956523,0.48890784982935154,0.773989898989899,0.717746326030716,0.07429871114480667,0.7154949213304123,0.4516,0.5361925092179313,0.1364375,0.4213831169364925,0.79379760609358,0.44012282497441146,0.7456944922000278,0.665351223362273,0.5146068029271047
oellm_datamix_2b_80_20@step900000,0.22608695652173913,0.4564846416382253,0.7680976430976431,0.7080895883855602,0.07505686125852919,0.7053375821549492,0.4375,0.5354162623714341,0.1505,0.48454120020429403,0.7905331882480957,0.4375639713408393,0.7506135262944744,0.6629834254143646,0.5134860604950107
oellm_datamix_2b_70_30,0.2,0.45733788395904434,0.7689393939393939,0.699428836513907,0.0803639120545868,0.7065325632344155,0.4619,0.5321172132738211,0.1505625,0.48601794291538325,0.7829162132752993,0.44779938587512796,0.7391926085750079,0.6479873717442778,0.5115068446685903
olmo_3_1025_7b@step70000,0.2391304347826087,0.4863481228668942,0.7769360269360269,0.7249225832422893,0.09704321455648218,0.6805417247560247,0.4055,0.428682320978071,0.2439375,0.44927352197277626,0.766050054406964,0.43858751279426816,0.78475605012797,0.6369376479873717,0.5113319082434106
oellm_datamix_2b_60_40,0.2217391304347826,0.4641638225255973,0.7680976430976431,0.7046358558754268,0.06974981046247157,0.7029476199960167,0.4406,0.5330875218319425,0.1505,0.43760486177682556,0.7916213275299239,0.4534288638689867,0.7520506638214957,0.659037095501184,0.5106617297658783
oellm_datamix_2b_70_30@step950000,0.17391304347826086,0.4564846416382253,0.7723063973063973,0.6976454611875403,0.09097801364670205,0.7065325632344155,0.4609,0.5330875218319425,0.1491875,0.4808906117294929,0.7780195865070729,0.4498464687819857,0.7411314003444855,0.6511444356748224,0.5101476889543816
olmo_hybrid_7b@step40000,0.21304347826086956,0.46757679180887374,0.7638888888888888,0.699730964238895,0.10007581501137225,0.6691894045010954,0.385,0.5433727925480303,0.22139999999999999,0.3852266581439139,0.7665941240478781,0.44319344933469806,0.7976947425567769,0.664561957379637,0.5086106476229235
smollm3_3b@step360000,0.22608695652173913,0.5068259385665529,0.7718855218855218,0.7193429652125268,0.0887035633055345,0.6977693686516631,0.4318,0.39452745973219483,0.2206875,0.3968611591711697,0.7676822633297062,0.43961105424769703,0.790783570892215,0.6669297553275454,0.5085355054888618
apertus_8b@step100000,0.1782608695652174,0.5034129692832765,0.7760942760942761,0.7439462341958829,0.10007581501137225,0.7490539733120892,0.4878,0.4368329128662915,0.121625,0.2838691933908142,0.794341675734494,0.46519959058341864,0.7975170000295471,0.6803472770323599,0.5084554847927886
oellm_datamix_2b_60_40@step950000,0.20434782608695654,0.46245733788395904,0.7710437710437711,0.7033989273382961,0.06444275966641395,0.7030472017526389,0.4399,0.5311469047156996,0.1515,0.4351977631194581,0.7867247007616975,0.4554759467758444,0.75448443151097,0.6535122336227308,0.508334271734174
oellm_datamix_2b_90_10@step800000,0.2217391304347826,0.4513651877133106,0.7537878787878788,0.7008041347524739,0.08718726307808947,0.6997610037841068,0.4237,0.5208616339996118,0.157125,0.45699102579389095,0.7878128400435256,0.45291709314227224,0.7446694832451272,0.6527229676400947,0.5079603316010832
oellm_datamix_2b_80_20@step800000,0.24347826086956523,0.4539249146757679,0.7676767676767676,0.7100440222811495,0.06823351023502654,0.6910973909579765,0.4078,0.5317290898505724,0.1289375,0.47019388893381775,0.778563656147987,0.43091095189355166,0.7426188721112141,0.6519337016574586,0.5055101805207753
oellm_datamix_2b_70_30@step900000,0.2217391304347826,0.45051194539249145,0.7752525252525253,0.6812594369104619,0.06823351023502654,0.6976697868950408,0.4371,0.5315350281389482,0.1374375,0.46587226349329336,0.7736670293797606,0.44421699078812693,0.7365110385255512,0.6479873717442778,0.5049281112278775
oellm_datamix_2b_90_10@step750000,0.21739130434782608,0.44283276450511944,0.752104377104377,0.6934669177575699,0.0841546626231994,0.7005576578370842,0.4156,0.5193091403066175,0.15025,0.44389387071447217,0.7861806311207835,0.44882292732855683,0.7570227797259831,0.6479873717442778,0.5042553146511334
olmo_3_1025_7b@step60000,0.19130434782608696,0.48890784982935154,0.7664141414141414,0.7258254674617315,0.07960576194086429,0.6715793666600279,0.3949,0.4197554822433534,0.2546875,0.4354120418236802,0.7633297062023939,0.436028659160696,0.7844508339351054,0.6424625098658248,0.5039045477402327
oellm_datamix_9b_60_40@step60000,0.23043478260869565,0.4658703071672355,0.7643097643097643,0.6963956078703422,0.07278241091736164,0.7054371639115714,0.4322,0.5257131767902193,0.121125,0.3952234566599686,0.7861806311207835,0.45445240532241554,0.7540302121945904,0.6393054459352802,0.5031043117720163
oellm_datamix_2b_80_20@step850000,0.23043478260869565,0.45563139931740615,0.7558922558922558,0.6987388532691813,0.07505686125852919,0.694582752439753,0.4256,0.5249369299437221,0.12625,0.44107259422829626,0.7850924918389554,0.4406345957011259,0.7336406444385587,0.654301499605367,0.5029904043244177
apertus_70b@step50000,0.19130434782608696,0.5034129692832765,0.7752525252525253,0.6995004029986626,0.06823351023502654,0.7646883091017725,0.509,0.42771201241994955,0.1279375,0.2663663231307738,0.8003264417845484,0.44882292732855683,0.7719078716864987,0.6850828729281768,0.5028248581411325
oellm_datamix_2b_90_10@step700000,0.24347826086956523,0.4121160409556314,0.7394781144781145,0.6956334069623836,0.08112206216830932,0.6880103565026887,0.4138,0.5076654376091597,0.1418125,0.43470673526837333,0.7763873775843307,0.44165813715455476,0.7552695826189407,0.6416732438831886,0.49805794686108856
oellm_datamix_2b_90_10@step650000,0.2,0.46501706484641636,0.7735690235690236,0.6823466624313641,0.0803639120545868,0.6969727145986855,0.4117,0.5163982146322531,0.10375,0.4660444214508135,0.780195865070729,0.44472876151484136,0.7195878241620662,0.6290449881610103,0.49783710374941353
olmo_hybrid_7b@step35000,0.2,0.4709897610921502,0.7689393939393939,0.6729759314178553,0.07884761182714177,0.661521609241187,0.3768,0.5424024839899088,0.21240000000000003,0.35054912055542087,0.7600652883569097,0.4344933469805527,0.7724715179782782,0.6574585635359116,0.49713675920819356
oellm_datamix_2b_60_40@step900000,0.21739130434782608,0.4496587030716723,0.7630471380471381,0.6887813060486969,0.06368460955269144,0.6915952997410875,0.4155,0.518338831748496,0.1260625,0.40352485122623727,0.780739934711643,0.4564994882292733,0.7399143214637318,0.6408839779005525,0.49683016186350326
oellm_datamix_2b_70_30@step850000,0.22608695652173913,0.439419795221843,0.7394781144781145,0.6967779879230325,0.0667172100075815,0.6871141206930891,0.423,0.5193091403066175,0.124125,0.4432144683951402,0.7698585418933623,0.4534288638689867,0.7224014703539169,0.6432517758484609,0.49672738896513463
oellm_datamix_2b_90_10@step500000,0.20869565217391303,0.4684300341296928,0.7651515151515151,0.6831707901657944,0.06292645943896892,0.6890061740689106,0.4014,0.5229963128274792,0.0999375,0.4299255652207332,0.7780195865070729,0.45138178096212894,0.7602083941621649,0.6172059984214681,0.49560398308784587
smollm3_3b@step280000,0.2,0.5102389078498294,0.7781986531986532,0.7065960195000611,0.08642911296436695,0.6902011551483768,0.4212,0.41102270522026,0.21025,0.26644239026711525,0.7720348204570185,0.44421699078812693,0.7652986229746135,0.6582478295185478,0.4943126577062121
oellm_datamix_2b_90_10@step600000,0.23043478260869565,0.4564846416382253,0.7558922558922558,0.6755124048501174,0.060652009097801364,0.6881099382593109,0.4151,0.5262953619250922,0.1094375,0.42128236448944123,0.7812840043525572,0.44882292732855683,0.7295467559616379,0.6187845303867403,0.4941171054850309
olmo_3_1025_7b@step50000,0.21739130434782608,0.4616040955631399,0.7495791245791246,0.7090632269151526,0.07884761182714177,0.6635132443736308,0.3881,0.4213079759363478,0.2263125,0.4036915128047941,0.7562568008705114,0.428863868986694,0.7775827254935371,0.6337805840568271,0.49399246969676625
oellm_datamix_2b_90_10@step400000,0.21739130434782608,0.45307167235494883,0.7567340067340067,0.669765303785043,0.07202426080363912,0.6902011551483768,0.3959,0.5148457209392587,0.1260625,0.4318855174853634,0.7856365614798694,0.44779938587512796,0.7240440045713609,0.6211523283346487,0.4933224087042479
oellm_datamix_2b_90_10@step550000,0.20869565217391303,0.45307167235494883,0.7617845117845118,0.6790397217114035,0.0621683093252464,0.6885082652857997,0.404,0.5098001164370269,0.132,0.4123471238889756,0.778563656147987,0.4534288638689867,0.7224969796052058,0.6393054459352802,0.4932293084656632
oellm_datamix_2b_80_20@step700000,0.21304347826086956,0.4684300341296928,0.7693602693602694,0.6972933599057822,0.047763457164518575,0.6862178848834893,0.3905,0.5177566466136231,0.108375,0.4111161081725933,0.7758433079434167,0.4467758444216991,0.7030263383717069,0.6574585635359116,0.4923543066259695
salamandra_7b,0.21739130434782608,0.5597269624573379,0.8404882154882155,0.59970414281244,0.09628506444275967,0.7739494124676359,0.4922,0.138754123811372,0.07919999999999999,0.4924383465396496,0.795429815016322,0.4641760491299898,0.6186106527304309,0.7213891081294396,0.49212451409810143
oellm_datamix_2b_80_20@step750000,0.2,0.4513651877133106,0.757996632996633,0.6775699227575299,0.05686125852918878,0.6877116112328221,0.3948,0.5195032020182418,0.132,0.43833735564457027,0.7720348204570185,0.43398157625383826,0.717819123799901,0.6393054459352802,0.4913775812384525
oellm_datamix_2b_70_30@step800000,0.21739130434782608,0.43430034129692835,0.7428451178451179,0.6848550868358662,0.05989385898407885,0.6853216490738897,0.4149,0.516980399767126,0.1194375,0.42136983043193366,0.7714907508161044,0.4437052200614125,0.722665746384908,0.6337805840568271,0.4906383849930012
oellm_datamix_2b_90_10@step450000,0.16956521739130434,0.45563139931740615,0.7563131313131313,0.6744937811106355,0.052312357846853674,0.6866162119099781,0.3999,0.5218319425577334,0.1298125,0.41755399176019664,0.7883569096844396,0.45138178096212894,0.7302281497480594,0.6345698500394633,0.49061194454580936
oellm_datamix_9b_60_40@step50000,0.21304347826086956,0.454778156996587,0.7718855218855218,0.6752042558727042,0.05458680818802123,0.6965743875721968,0.4057,0.5245488065204735,0.11175,0.33633307415743263,0.7812840043525572,0.44114636642784033,0.7386966804225285,0.6558800315706393,0.4901008265876694
oellm_datamix_2b_80_20@step650000,0.21304347826086956,0.447098976109215,0.7542087542087542,0.6816783054736811,0.060652009097801364,0.6881099382593109,0.3908,0.5325053366970697,0.10975,0.41848569734008756,0.7856365614798694,0.43961105424769703,0.68948193113049,0.6471981057616417,0.4898757248618919
oellm_datamix_2b_80_20@step400000,0.1956521739130435,0.4641638225255973,0.7638888888888888,0.6698359306309983,0.0667172100075815,0.6766580362477594,0.3948,0.5301765961575781,0.1165,0.3985361761461981,0.7774755168661589,0.44268167860798363,0.7178308768228732,0.6432517758484609,0.4898691916187944
oellm_datamix_2b_80_20@step600000,0.1956521739130435,0.45307167235494883,0.7563131313131313,0.6809160381691831,0.056103108415466264,0.6886078470424218,0.398,0.526877547059965,0.101875,0.4442617207527005,0.7709466811751904,0.436028659160696,0.6892307841731399,0.654301499605367,0.4894418473668039
oellm_datamix_2b_90_10@step350000,0.1956521739130435,0.46331058020477817,0.7680976430976431,0.6549178075054591,0.053828658074298714,0.6832304321848237,0.3937,0.5193091403066175,0.112375,0.40913576088192494,0.7747551686615887,0.44319344933469806,0.7228519373277215,0.6448303078137332,0.488513432807595
oellm_datamix_2b_80_20@step550000,0.18695652173913044,0.4462457337883959,0.7441077441077442,0.6654360175388162,0.05913570887035633,0.6809400517825135,0.4002,0.5167863380555017,0.1256875,0.4389725352749497,0.7769314472252449,0.43705220061412486,0.7116004275290132,0.648776637726914,0.48848777601805027
oellm_datamix_2b_80_20@step500000,0.23478260869565218,0.4351535836177474,0.7575757575757576,0.6670002197806615,0.04927975739196361,0.6815375423222466,0.3939,0.501261401125558,0.1263125,0.4375249808476309,0.7676822633297062,0.4390992835209826,0.7094171569179044,0.6377269139700079,0.4884467120782728
deepseek_v3,0.30434782608695654,0.6296928327645052,0.7849326599326599,0.28056130546125774,0.8043972706595905,0.8121888070105556,0.3395,0.3908402872113332,0.0,0.23035226171302947,0.8215451577801959,0.4677584442169908,0.28008032491003165,0.6857405945803736,0.4879955551662486
oellm_datamix_2b_90_10@step300000,0.2,0.4462457337883959,0.7664141414141414,0.6548621622971667,0.04852160727824109,0.6853216490738897,0.386,0.5270716087715893,0.1220625,0.407653105101471,0.7829162132752993,0.4508700102354145,0.7240722781737068,0.6235201262825573,0.4875379382637052
oellm_datamix_2b_80_20@step450000,0.16956521739130434,0.4641638225255973,0.7622053872053872,0.6820548957246467,0.047763457164518575,0.6806413065126469,0.3865,0.5189210168833689,0.126,0.411258209539792,0.7823721436343852,0.44012282497441146,0.6990215338815385,0.6424625098658248,0.48664659466453003
oellm_datamix_2b_70_30@step750000,0.20434782608695654,0.439419795221843,0.7512626262626263,0.6654489937871582,0.058377558756633814,0.67805218084047,0.4095,0.5208616339996118,0.12275,0.4255925011087591,0.7589771490750816,0.43705220061412486,0.708602696400901,0.6322020520915549,0.48660337244612295
oellm_datamix_2b_70_30@step700000,0.20434782608695654,0.4300341296928328,0.7495791245791246,0.6785596169370152,0.04700530705079606,0.6763592909778928,0.3919,0.5051426353580438,0.1213125,0.42092303135343484,0.76550598476605,0.4483111566018424,0.7299721425539311,0.6353591160220995,0.4860222758557157
olmo_hybrid_7b@step30000,0.2,0.45563139931740615,0.7546296296296297,0.6669574576559583,0.07960576194086429,0.6546504680342561,0.3677,0.5375509411993014,0.186,0.28373239360982977,0.7589771490750816,0.43807574206755373,0.771555093381879,0.648776637726914,0.48598876240276245
oellm_datamix_2b_80_20@step350000,0.24782608695652175,0.43856655290102387,0.7529461279461279,0.6667742023169771,0.03790750568612585,0.6724756024696276,0.3888,0.5195032020182418,0.114875,0.3997528652778287,0.7752992383025027,0.43091095189355166,0.7217533016004111,0.6298342541436464,0.4855160636794705
olmo_3_1025_7b@step45000,0.20434782608695654,0.4667235494880546,0.7596801346801347,0.724569126381956,0.06292645943896892,0.6584345747858992,0.3728,0.4017077430622938,0.1898125,0.36446272471719665,0.76550598476605,0.44012282497441146,0.7566533440214032,0.6258879242304657,0.48525962261669936
oellm_datamix_2b_60_40@step850000,0.20434782608695654,0.4496587030716723,0.7554713804713805,0.7011501468282715,0.04473085670962851,0.6849233220474009,0.3928,0.5173685231903745,0.1173125,0.2994976501729733,0.7747551686615887,0.4600818833162743,0.7380681563440877,0.6479873717442778,0.4848681063317776
