method,agieval_lsat_ar,arc_challenge,arc_easy,coqa,gsm8k,hellaswag,jeopardy,lambada_openai,mbpp,mmlu,piqa,social_iqa,squadv2,winogrande,average
olmo_hybrid_7b@step1442920,0.2217391304347826,0.590443686006826,0.8446969696969697,0.6856516148304085,0.6739954510993177,0.7236606253734316,0.4954,0.551717446147875,0.4154,0.6701868071337496,0.794341675734494,0.5040941658137155,0.9080080487760992,0.7158642462509865,0.6282285619499041
eurollm_22B_2512,0.2565217391304348,0.6271331058020477,0.8741582491582491,0.5850940041215587,0.25018953752843065,0.8003385779725154,0.6375,0.585096060547254,0.476,0.6847641465737292,0.823721436343852,0.5255885363357216,0.890787726673768,0.7774269928966061,0.6281657223631548
olmo_3_1025_7b@step1433814,0.1956521739130435,0.5733788395904437,0.8337542087542088,0.8398100264317352,0.7293404094010614,0.7300338577972515,0.4734,0.42771201241994955,0.4447999999999999,0.635203951200656,0.7840043525571273,0.49129989764585463,0.9066483881863496,0.7111286503551697,0.6268690548752035
smollm3_3b@step4640000,0.23478260869565218,0.5665529010238908,0.8329124579124579,0.7903443885592973,0.6739954510993177,0.7530372435769767,0.5538,0.46128468853095284,0.4684375,0.6219009340575083,0.7932535364526659,0.45496417604913,0.8497650183126945,0.696921862667719,0.6251394833527331
olmo_hybrid_7b@step1300000,0.26521739130434785,0.6049488054607508,0.8564814814814815,0.6677124554947935,0.4533737680060652,0.770762796255726,0.5911,0.6295361925092179,0.371,0.6701721204931415,0.8161044613710555,0.46212896622313204,0.850982852931678,0.7403314917127072,0.6249894845174355
apertus_8b@step2500000,0.14782608695652175,0.6245733788395904,0.8602693602693603,0.8125442704778472,0.4632297194844579,0.7953594901414061,0.6273,0.4738986997865321,0.33375,0.663385726172908,0.8215451577801959,0.4923234390992835,0.879619241930807,0.7490134175217048,0.6246169991757583
oellm_datamix_9b_60_40,0.19130434782608696,0.5947098976109215,0.8535353535353535,0.7829664629707105,0.3661865049279757,0.816072495518821,0.6277,0.6031437997283136,0.290875,0.6469810160327455,0.8248095756256801,0.458546571136131,0.866339361713375,0.7545382794001578,0.6198363332875909
apertus_70b@step300000,0.2,0.6100682593856656,0.851010101010101,0.772903925821894,0.37680060652009095,0.8349930292770364,0.6649,0.4766155637492723,0.2886875,0.6448333806038695,0.838411316648531,0.481064483111566,0.8615064024522311,0.7695343330702447,0.6193806358321787
olmo_hybrid_7b@step1200000,0.20434782608695654,0.590443686006826,0.8531144781144782,0.6905519321506502,0.422289613343442,0.7731527584146585,0.584,0.6145934407141471,0.3748,0.663619379679621,0.8144722524483133,0.46059365404298874,0.8517431003292742,0.744277821625888,0.6172857102112317
apertus_70b@step250000,0.19130434782608696,0.606655290102389,0.8564814814814815,0.8016207794705185,0.3684609552691433,0.8357896833300139,0.6594,0.45585096060547253,0.2910625,0.6331835685610325,0.8340587595212187,0.47389969293756395,0.8645036130284888,0.7671665351223362,0.6171027262325532
olmo_hybrid_7b_ingredient2@step1415078,0.2,0.5588737201365188,0.8278619528619529,0.8112987549379695,0.66868840030326,0.7237602071300537,0.3789,0.5858723073937512,0.35899999999999993,0.6395611220273512,0.7856365614798694,0.49897645854657113,0.8727527658951051,0.7269139700078927,0.6170068729085926
smollm3_3b@step4560000,0.24347826086956523,0.5563139931740614,0.8278619528619529,0.7923549395066052,0.6368460955269143,0.749452300338578,0.5309,0.46574810789831167,0.4280625,0.614023828305237,0.7883569096844396,0.4595701125895599,0.8328850771384081,0.7056037884767167,0.6165327047407392
olmo_hybrid_7b_ingredient2@step1419078,0.21739130434782608,0.5938566552901023,0.8531144781144782,0.5839235231254222,0.6921910538286581,0.723859788886676,0.439,0.568018629924316,0.38459999999999994,0.6582343013852131,0.79379760609358,0.49590583418628453,0.8875958254140356,0.728492501973165,0.6157129644692684
olmo_hybrid_7b@step1100000,0.26521739130434785,0.6032423208191127,0.8657407407407407,0.6391446127311343,0.4162244124336619,0.7655845449113723,0.5717,0.6095478362119154,0.35320000000000007,0.6614683775390748,0.8150163220892275,0.4554759467758444,0.8414889215287698,0.7490134175217048,0.6151474889004932
olmo_3_1125_32b@step100000,0.20869565217391303,0.6348122866894198,0.8606902356902357,0.7843492076712519,0.4336618650492798,0.773451503684525,0.5811,0.4655540461866874,0.38625,0.6161157101026083,0.7997823721436343,0.45905834186284544,0.8564441364607432,0.7474348855564326,0.6148143030908269
olmo_hybrid_7b@step1414078,0.2217391304347826,0.5989761092150171,0.8535353535353535,0.5781809897779729,0.4670204700530705,0.7717586138219478,0.5894,0.6109062681932854,0.36319999999999997,0.672309815701859,0.8171926006528836,0.4580348004094166,0.85822540364884,0.7466456195737964,0.6147946553584447
olmo_hybrid_7b@step1000000,0.2565217391304348,0.5930034129692833,0.8556397306397306,0.6802678436420193,0.4048521607278241,0.7667795259908384,0.5664,0.6128468853095285,0.34240000000000004,0.651134897661217,0.8144722524483133,0.44779938587512796,0.8417828769298167,0.7561168113654302,0.6135726801921118
apertus_70b@step200000,0.20434782608695654,0.6006825938566553,0.8518518518518519,0.799148903709306,0.3244882486732373,0.8272256522605059,0.6561,0.48166116825150396,0.2654375,0.6169667350195859,0.8400435255712732,0.477482088024565,0.8674586778060592,0.7679558011049724,0.6129178980154624
olmo_hybrid_7b@step1400000,0.2217391304347826,0.6049488054607508,0.8581649831649831,0.5299410231746581,0.4336618650492798,0.7781318462457678,0.5862,0.6221618474674947,0.36679999999999996,0.664832370412177,0.8182807399347116,0.477482088024565,0.8544345762689837,0.7513812154696132,0.6120114636505548
apertus_8b@step2300000,0.1956521739130435,0.6220136518771331,0.8577441077441077,0.81929224413734,0.3639120545868082,0.8012348137821151,0.6149,0.45546283718222397,0.282875,0.6421573398629014,0.8193688792165397,0.4805527123848516,0.8546564967497261,0.7513812154696132,0.6115145376361717
olmo_3_1025_7b@step1400000,0.1956521739130435,0.5895904436860068,0.8569023569023569,0.8059223531088717,0.42608036391205456,0.7742481577375024,0.5721,0.4589559479914613,0.3935625,0.6323915337128814,0.79379760609358,0.44165813715455476,0.8647582243188339,0.7348066298342542,0.6100304591689573
olmo_3_1025_7b@step1428814,0.17391304347826086,0.5452218430034129,0.8287037037037037,0.8300611122603555,0.6671721000758151,0.7184823740290779,0.4287,0.4079177178342713,0.43119999999999997,0.6237583708407989,0.7758433079434167,0.48925281473899696,0.9117081854618935,0.7000789265982637,0.6094295357120191
oellm_datamix_9b_60_40@step900000,0.17391304347826086,0.5827645051194539,0.8463804713804713,0.7847569450317998,0.3153904473085671,0.805417247560247,0.5975,0.6029497380166893,0.28125,0.6327573910005626,0.8258977149075082,0.4600818833162743,0.8646537934838968,0.749802683504341,0.6088225617220051
olmo_3_1025_7b@step1413814,0.20869565217391303,0.5972696245733788,0.8619528619528619,0.8235168362107479,0.3866565579984837,0.7733519219279028,0.5744,0.4533281583543567,0.3741875,0.635975082217273,0.7965179542981502,0.4421699078812692,0.8656152372627494,0.7237569060773481,0.6083853000663169
olmo_3_1025_7b@step1423814,0.18695652173913044,0.5477815699658704,0.8329124579124579,0.8145356367793486,0.6876421531463229,0.7150965943039235,0.4388,0.4226664079177178,0.4112,0.6104343787961208,0.780195865070729,0.4662231320368475,0.9032214701467325,0.6945540647198106,0.6080157323239295
olmo_3_1025_7b@step1300000,0.2217391304347826,0.5742320819112628,0.8442760942760943,0.7983677694541338,0.41925701288855194,0.773451503684525,0.5643,0.47816805744226665,0.362375,0.6290466519041654,0.7986942328618063,0.4452405322415558,0.8647376503393425,0.7332280978689818,0.6076509868076764
gemma3_4b,0.1956521739130435,0.5767918088737202,0.8451178451178452,0.6196982236942638,0.39196360879454134,0.7711611232822146,0.5655,0.5825732582961382,0.4714375,0.6272016315494435,0.8106637649619152,0.4570112589559877,0.8618839988532803,0.7071823204419889,0.6059884654810272
olmo_hybrid_7b_ingredient1@step1415078,0.20869565217391303,0.5691126279863481,0.8287037037037037,0.5862677420975988,0.620166793025019,0.7346146186018722,0.4175,0.5662720745196973,0.3868,0.636740744958271,0.7910772578890098,0.49948822927328557,0.8862188339677675,0.734017363851618,0.6046911172891501
apertus_70b@step150000,0.23478260869565218,0.5750853242320819,0.8337542087542088,0.8000532080930581,0.3062926459438969,0.8175662218681538,0.6415,0.4746749466330293,0.2720625,0.5887974875159903,0.8313384113166485,0.46059365404298874,0.8542292376561565,0.7640094711917916,0.6039099947102612
smollm3_3b@step4480000,0.20434782608695654,0.5614334470989761,0.8198653198653199,0.7512882130029328,0.6194086429112965,0.7364070902210715,0.5155,0.4585678245682127,0.4258125,0.5946503755505657,0.7774755168661589,0.43654042988741043,0.8352595969626356,0.712707182320442,0.603518854667284
olmo_3_1025_7b@step1200000,0.21304347826086956,0.5742320819112628,0.8417508417508418,0.813965872855169,0.3661865049279757,0.7639912368054173,0.5642,0.46807684843780323,0.3580625,0.624446897101901,0.8057671381936888,0.4564994882292733,0.8658892753230079,0.7316495659037096,0.6034115521214943
olmo_3_1025_7b@step1418814,0.23478260869565218,0.5409556313993175,0.8198653198653199,0.8288766898262103,0.6739954510993177,0.7045409281019717,0.4093,0.43586260430817,0.40219999999999995,0.5900987436339404,0.7611534276387377,0.477482088024565,0.8897954185362437,0.6787687450670876,0.6034055468711809
smollm3_3b@step4400000,0.2,0.5853242320819113,0.8282828282828283,0.7686162141882141,0.5799848369977255,0.7304321848237403,0.5026,0.4517756646613623,0.4250625,0.582140127781362,0.7856365614798694,0.4564994882292733,0.8368098006313641,0.691397000789266,0.601754388567637
olmo_hybrid_7b@step900000,0.1782608695652174,0.5964163822525598,0.8518518518518519,0.5927789798156462,0.378316906747536,0.7545309699263095,0.5597,0.609935959635164,0.373,0.6467009167374076,0.8019586507072906,0.4595701125895599,0.8409074567875524,0.7490134175217048,0.5994958910098429
prelude_iter_0480000,0.2434782608695652,0.5844709897610921,0.8396464646464646,0.8020583048728391,0.313874147081122,0.7770364469229237,,0.7030855812148263,,0.5784076342401367,0.8122959738846572,0.4636642784032753,0.3698192777927052,0.7056037884767167,0.5994534290138603
apertus_8b@step2100000,0.16956521739130434,0.5878839590443686,0.8358585858585859,0.8026284719838702,0.3290371493555724,0.8040231029675363,0.6149,0.46710653987968176,0.247,0.6019159533166691,0.8226332970620239,0.4759467758444217,0.8567593679111213,0.7545382794001578,0.5978426214296652
olmo_hybrid_7b@step700000,0.24347826086956523,0.575938566552901,0.8404882154882155,0.699342307976293,0.3388931008339651,0.7492531368253336,0.5451,0.6017853677469436,0.30219999999999997,0.632519034515447,0.809031556039173,0.4611054247697032,0.8393309904454475,0.7245461720599842,0.5973580095802122
qwen3_1.7b,0.18695652173913044,0.552901023890785,0.8261784511784511,0.7541506752284864,0.5769522365428355,0.6760605457080263,0.3687,0.4281001358431981,0.5128125,0.6647354898267657,0.7736670293797606,0.49181166837256907,0.8799687380655088,0.6503551696921863,0.5959535846762645
olmo_3_1025_7b@step1000000,0.19130434782608696,0.5750853242320819,0.8476430976430976,0.7921461021726705,0.3434420015163002,0.767078271260705,0.5595,0.47680962546089656,0.34275,0.6142795639799328,0.794341675734494,0.4483111566018424,0.8609039836122515,0.7292817679558011,0.5959197798568686
olmo_3_1125_32b@step50000,0.2217391304347826,0.6032423208191127,0.8417508417508418,0.8177257325998362,0.3593631539044731,0.7669786895040829,0.5365,0.4531340966427324,0.352625,0.575319835913999,0.7927094668117519,0.4539406345957011,0.8411500736227675,0.7237569060773481,0.5957097059055306
olmo_3_1025_7b@step1100000,0.19130434782608696,0.5725255972696246,0.8375420875420876,0.8078918478822023,0.3479909021986353,0.7709619597689703,0.5534,0.4820492916747526,0.3381875,0.6210775565178985,0.7899891186071817,0.44626407369498466,0.8578494802610468,0.7182320441988951,0.5953761291030261
smollm3_3b@step4320000,0.1782608695652174,0.5460750853242321,0.8202861952861953,0.7711533074021313,0.6034874905231236,0.7339175463055169,0.4937,0.44828255385212495,0.419,0.559966890609753,0.7834602829162133,0.44165813715455476,0.8322797775579404,0.691397000789266,0.5944946526633049
olmo_3_1025_7b@step900000,0.1956521739130435,0.552901023890785,0.8375420875420876,0.7910464885248295,0.3707354056103108,0.7565226050587532,0.5463,0.47409276149815643,0.3343125,0.6138031783129314,0.7916213275299239,0.4662231320368475,0.8585315851287162,0.7071823204419889,0.5926047563920268
apertus_8b@step1750000,0.2,0.5827645051194539,0.8451178451178452,0.8050713029440225,0.2623199393479909,0.8027285401314479,0.6118,0.45080535610324085,0.2444375,0.5865646134517587,0.8177366702937976,0.45291709314227224,0.8558471258211737,0.745067087608524,0.5902269699343948
prelude_iter_0360000,0.2260869565217391,0.5708191126279863,0.8312289562289562,0.8047891828549006,0.2638362395754359,0.7768372834096793,,0.6949349893266059,,0.5587523144851161,0.8215451577801959,0.4641760491299898,0.37212166447704803,0.696921862667719,0.5901708140904477
olmo_3_1025_7b@step800000,0.21304347826086956,0.5725255972696246,0.8413299663299664,0.7909757734222135,0.3434420015163002,0.758514240191197,0.5375,0.4477003687172521,0.3259375,0.6079466042301582,0.7932535364526659,0.458546571136131,0.8616161768870256,0.7087608524072613,0.5900780476300477
olmo_hybrid_7b@step450000,0.2565217391304348,0.5631399317406144,0.8308080808080808,0.7355707094350236,0.2979529946929492,0.7424815773750248,0.5178,0.5946050844168446,0.31460000000000005,0.5985090463720288,0.7965179542981502,0.4713408393039918,0.8220827347939085,0.7190213101815311,0.5900680001820416
prelude_iter_0300000,0.2217391304347826,0.5639931740614335,0.8194444444444444,0.8070215338871003,0.2494313874147081,0.7768870742879904,,0.711430234814671,,0.5665859564164649,0.8133841131664853,0.4605936540429887,0.3936977384432075,0.6953433307024467,0.5899626476763936
apertus_8b@step1900000,0.1826086956521739,0.5750853242320819,0.8396464646464646,0.8008440683534249,0.32221379833206976,0.8010356502688707,0.6135,0.4416844556568989,0.2244375,0.5895052791623201,0.8171926006528836,0.45905834186284544,0.8521819607954935,0.7379636937647988,0.5897827023843089
smollm3_3b@step4240000,0.20869565217391303,0.5511945392491467,0.8106060606060606,0.7745950850768945,0.5511751326762699,0.7202748456482773,0.491,0.43722103628954007,0.409625,0.5677424475137629,0.7818280739934712,0.45138178096212894,0.8193818292595954,0.6795580110497238,0.5895913924641988
olmo_hybrid_7b@step400000,0.23478260869565218,0.5435153583617748,0.8265993265993266,0.7613159480164524,0.312357846853677,0.7433778131846246,0.5118,0.5872307393751213,0.3182,0.5980328590305632,0.794341675734494,0.45496417604913,0.8376261751183918,0.7190213101815311,0.5887975598000529
apertus_70b@step125000,0.1826086956521739,0.5819112627986348,0.8329124579124579,0.7849223926688822,0.26004548900682334,0.8126867157936666,0.6294,0.471181835823792,0.243875,0.5566105284073855,0.838411316648531,0.4518935516888434,0.8504057469694416,0.7458563535911602,0.5887658104972708
olmo_3_1025_7b@step700000,0.18695652173913044,0.568259385665529,0.8316498316498316,0.7731614965820459,0.34950720242608035,0.7617008564031069,0.5333,0.46167281195420146,0.350125,0.5978749856000682,0.7872687704026116,0.4646878198567042,0.8410989774038277,0.7174427782162589,0.5874790312785283
olmo_hybrid_7b@step800000,0.23043478260869565,0.5716723549488054,0.8400673400673401,0.48659264067761177,0.36997725549658833,0.7551284604660427,0.5495,0.6120706384630312,0.33879999999999993,0.6343870371291876,0.8025027203482046,0.4600818833162743,0.8359105020445561,0.7371744277821626,0.5874500030963216
qwen35_2b,0.21739130434782608,0.5264505119453925,0.803030303030303,0.7103285661956376,0.6588324488248674,0.6702848038239394,0.3303,0.4853483407723656,0.3893125,0.6663615335682481,0.7682263329706203,0.44882292732855683,0.882805397194179,0.6511444356748224,0.5863313861197684
olmo_hybrid_7b@step600000,0.2391304347826087,0.552901023890785,0.8455387205387206,0.5952516771046487,0.31766489764973466,0.7545309699263095,0.5295,0.5893654182029886,0.3348,0.6159980207024307,0.7986942328618063,0.45496417604913,0.843871366175937,0.7237569060773481,0.5854262745687464
olmo_hybrid_7b@step500000,0.24782608695652175,0.5315699658703071,0.8278619528619529,0.7128646138461694,0.2608036391205459,0.7443736307508464,0.5298,0.5918882204541044,0.3164,0.6137210226276296,0.8030467899891186,0.45752302968270214,0.8364158869699321,0.7205998421468035,0.5853353343769024
olmo_3_1025_7b@step1414814,0.21304347826086956,0.5443686006825939,0.8164983164983165,0.7823414606395888,0.5670962850644428,0.7129057956582354,0.406,0.42577139530370656,0.3458,0.5632876242940357,0.7823721436343852,0.46366427840327534,0.8819390480123053,0.6866614048934491,0.5851249879532289
oellm_datamix_9b_60_40@step800000,0.16521739130434782,0.5665529010238908,0.8404882154882155,0.7539181757392484,0.22744503411675512,0.7807209719179447,0.5703,0.5722879875800505,0.24775,0.6030596522013092,0.8182807399347116,0.46827021494370524,0.8334871179432729,0.7292817679558011,0.5840757264392323
prelude_iter_0240000,0.208695652173913,0.5597269624573379,0.8240740740740741,0.7955977212505029,0.2645943896891584,0.769717187811193,,0.6914418785173685,,0.553055120353226,0.8057671381936888,0.458546571136131,0.37758392023729087,0.6771902131018153,0.5821659024163083
olmo_hybrid_7b@step350000,0.2217391304347826,0.5264505119453925,0.8215488215488216,0.7384077843488891,0.2699014404852161,0.73451503684525,0.506,0.5926644673006016,0.33099999999999996,0.5829913575786331,0.7976060935799782,0.43705220061412486,0.8351686096427103,0.7190213101815311,0.5795761974647095
olmo_hybrid_7b@step300000,0.2391304347826087,0.5503412969283277,0.8329124579124579,0.7406609636781598,0.27065959059893857,0.7327225652260506,0.5023,0.5878129245099942,0.279,0.5961307372906476,0.7959738846572362,0.4273285568065507,0.8358065582205051,0.7024467245461721,0.5780876210826893
olmo_3_1025_7b@step600000,0.17391304347826086,0.5691126279863481,0.8388047138047138,0.7870688174322158,0.2812736921910538,0.741983668591914,0.5235,0.4370269745779158,0.3336875,0.5850382615134062,0.794885745375408,0.4631525076765609,0.8497352691966129,0.7134964483030781,0.5780485192948206
eurollm_9B_2512,0.2217391304347826,0.5836177474402731,0.8569023569023569,0.677548881136005,0.0,0.7709619597689703,0.5638,0.5608383465942169,0.3644375,0.5880117492779207,0.8014145810663765,0.5071647901740021,0.8640830406187415,0.7237569060773481,0.5774483563922138
smollm3_3b@step4120000,0.21739130434782608,0.552901023890785,0.8177609427609428,0.7662581328231117,0.39878695981804396,0.7268472415853415,0.4857,0.4414903939452746,0.346625,0.5698449322878163,0.7834602829162133,0.4534288638689867,0.8248840400775956,0.6977111286503551,0.5773635890694494
olmo_3_1025_7b@step500000,0.20869565217391303,0.5520477815699659,0.8127104377104377,0.7907873370652303,0.28430629264594387,0.7488548097988449,0.5099,0.4630312439355715,0.321375,0.5734772760668438,0.7981501632208923,0.46827021494370524,0.8449667932982634,0.696921862667719,0.5766782046498093
smollm3_3b@step4000000,0.19130434782608696,0.5571672354948806,0.8308080808080808,0.759751982285499,0.3980288097043215,0.7254530969926309,0.4891,0.4521637880846109,0.37875,0.5674144049972208,0.779107725788901,0.4293756397134084,0.826860249911228,0.6827150749802684,0.5762857454705098
prelude_iter_0180000,0.1826086956521739,0.5469283276450512,0.805976430976431,0.7899263731722906,0.2342683851402577,0.7734515036845251,,0.7104599262565496,,0.5370317618572853,0.8057671381936888,0.4595701125895599,0.36656090749153464,0.6874506708760852,0.5750000194612862
smollm3_3b@step3760000,0.20869565217391303,0.5392491467576792,0.8047138047138047,0.7652489372089347,0.3775587566338135,0.7363075084644494,0.4921,0.44905880069862214,0.336,0.5649337189566515,0.7834602829162133,0.4437052200614125,0.8265839487814997,0.7032359905288083,0.5736322691354144
smollm3_3b@step3880000,0.20434782608695654,0.5426621160409556,0.8253367003367004,0.7559925476334441,0.38362395754359363,0.7325234017128062,0.4862,0.43799728313603725,0.356125,0.5612592604521707,0.7758433079434167,0.45445240532241554,0.8214556905698496,0.6898184688239937,0.5734027118287386
oellm_datamix_9b_60_40@step700000,0.1826086956521739,0.5435153583617748,0.8089225589225589,0.7630397602057954,0.20166793025018953,0.7762397928699463,0.549,0.577915777217155,0.2380625,0.5897250338576963,0.8106637649619152,0.458546571136131,0.812157253279673,0.7048145224940805,0.5726342513720778
smollm3_3b@step3640000,0.21739130434782608,0.5392491467576792,0.8249158249158249,0.7856765964768356,0.33510235026535257,0.7257518422624976,0.4839,0.4376091597127887,0.3553125,0.5690618231132786,0.7752992383025027,0.4437052200614125,0.824374985065425,0.6961325966850829,0.572391613426179
smollm3_3b@step4200000,0.20869565217391303,0.5332764505119454,0.8097643097643098,0.760702386090797,0.36315390447308565,0.72814180442143,0.4815,0.43780322142441297,0.3800625,0.573566819302215,0.779107725788901,0.44319344933469806,0.828915254133037,0.6779794790844514,0.5718473540359426
oellm_datamix_9b_60_40@step500000,0.1956521739130435,0.552901023890785,0.8329124579124579,0.7631999018411906,0.20242608036391205,0.7756423023302131,0.5434,0.5699592470405589,0.21075,0.5616131055694943,0.8112078346028292,0.4539406345957011,0.8144053678765348,0.7158642462509865,0.5717053125848361
apertus_70b@step100000,0.16956521739130434,0.5614334470989761,0.8240740740740741,0.7832379913982137,0.20697498104624715,0.8021310495917148,0.6055,0.46516592276343877,0.220875,0.5076632763283276,0.824265505984766,0.45905834186284544,0.8379614666694637,0.7300710339384373,0.5712840934391292
olmo_hybrid_7b@step200000,0.25217391304347825,0.5580204778156996,0.8291245791245792,0.6977841391141011,0.21986353297952996,0.7263493328022307,0.4873,0.5763632835241607,0.3042,0.5793323131022123,0.7823721436343852,0.44472876151484136,0.830507948422342,0.7079715864246251,0.5711494293930132
smollm3_3b@step3560000,0.2608695652173913,0.5409556313993175,0.8026094276094277,0.7546424907979056,0.33813495072024263,0.7234614618601872,0.4907,0.4308169998059383,0.34,0.5651937076725962,0.779651795429815,0.45496417604913,0.8250331389837146,0.6866614048934491,0.5709781964599367
olmo_3_1025_7b@step400000,0.2217391304347826,0.5520477815699659,0.8236531986531986,0.799017999457985,0.23881728582259287,0.7359091814379606,0.5087,0.46516592276343877,0.311,0.5563801917651834,0.7889009793253536,0.4600818833162743,0.8440060503823388,0.6787687450670876,0.5702991678568687
olmo_3_1025_7b@step450000,0.20869565217391303,0.5708191126279863,0.8228114478114478,0.777942512260618,0.2880970432145565,0.7317267476598287,0.5092,0.44459538133126336,0.295125,0.5733780306089952,0.7927094668117519,0.44933469805527126,0.8369607129197086,0.6764009471191792,0.5698426251853228
apertus_8b@step1194000,0.2,0.5665529010238908,0.8240740740740741,0.7857816124927268,0.17058377558756635,0.7922724556861183,0.5769,0.44537162817776055,0.18275,0.5524233939373738,0.8199129488574538,0.4692937563971341,0.8489664179622779,0.7308602999210734,0.568981661722675
olmo_hybrid_7b@step250000,0.2,0.5366894197952219,0.8194444444444444,0.7300887116018717,0.20697498104624715,0.7247560246962756,0.4984,0.5814088880263923,0.2784000000000001,0.5901901714836467,0.7916213275299239,0.4437052200614125,0.840941819974763,0.7079715864246251,0.5678994710774874
apertus_8b@step1432000,0.17391304347826086,0.5708191126279863,0.8186026936026936,0.798089834525724,0.19787717968157695,0.7906791475801633,0.583,0.4412963322336503,0.1738125,0.5465004848313154,0.8182807399347116,0.46673490276356194,0.843111140535019,0.7269139700078927,0.5678307915573254
oellm_datamix_9b_60_40@step600000,0.1826086956521739,0.5366894197952219,0.8076599326599326,0.76250954703609,0.20090978013646701,0.7769368651663016,0.5502,0.5676305065010674,0.212125,0.5728734651981802,0.8101196953210011,0.4524053224155578,0.8157513970223965,0.6985003946329913,0.5676371443955273
apertus_8b@step1670000,0.1826086956521739,0.5332764505119454,0.8261784511784511,0.7788065309059637,0.18802122820318423,0.7952599083847839,0.5874,0.4523578497962352,0.1703125,0.5479172912628067,0.8144722524483133,0.4611054247697032,0.8576781900545687,0.7253354380426204,0.5657664436579106
apertus_8b@step1000000,0.20869565217391303,0.5546075085324232,0.8228114478114478,0.7950087754631436,0.17589082638362397,0.7902808205536745,0.5786,0.43178730836405976,0.1509375,0.5417261686332675,0.808487486398259,0.458546571136131,0.8601702255750506,0.7387529597474349,0.5654502321980307
smollm3_3b@step3480000,0.1826086956521739,0.5486348122866894,0.7992424242424242,0.7474822430354222,0.29567854435178165,0.7282413861780522,0.4855,0.4541044052008539,0.3401875,0.5583713756995445,0.7812840043525572,0.4616171954964176,0.8308729672253308,0.6858721389108129,0.56426412090229
olmo_3_1125_32b@step30000,0.22608695652173913,0.5571672354948806,0.8337542087542088,0.7505797063407968,0.2350265352539803,0.7453694483170683,0.5046,0.45429846691247816,0.3195625,0.4991884816663613,0.7916213275299239,0.45138178096212894,0.8241920208310877,0.7032359905288083,0.5640046185081046
oellm_datamix_9b_60_40@step400000,0.1826086956521739,0.5477815699658704,0.8122895622895623,0.7544561159170111,0.18877937831690675,0.7649870543716392,0.5318,0.5563749272268581,0.2108125,0.5658812471721033,0.8079434167573449,0.4626407369498465,0.7939926215771235,0.712707182320442,0.5637896434654915
olmo_3_1025_7b@step250000,0.24782608695652175,0.53839590443686,0.8135521885521886,0.7852611156343794,0.22365428354814254,0.72176857199761,0.4866,0.4663302930331846,0.3198125,0.5429238015439879,0.7698585418933623,0.458546571136131,0.8344345839425397,0.6819258089976322,0.56363501797661
apertus_8b@step800000,0.19130434782608696,0.5469283276450512,0.8097643097643098,0.7696568501899317,0.18043972706595907,0.7889862577175861,0.5708,0.4343101106151756,0.1865,0.5456934636413773,0.8139281828073993,0.46212896622313204,0.8646368520082337,0.7237569060773481,0.5634881643986851
olmo_3_1025_7b@step300000,0.22608695652173913,0.5546075085324232,0.8282828282828283,0.7931078659902996,0.2001516300227445,0.7305317665803625,0.4925,0.4583737628565884,0.2871875,0.5508791746285535,0.7850924918389554,0.4498464687819857,0.8332822726399778,0.6771902131018153,0.5619371742698765
olmo_3_1025_7b@step350000,0.16956521739130434,0.5443686006825939,0.8194444444444444,0.798437082502231,0.2357846853677028,0.7301334395538738,0.4889,0.45488065204735106,0.3245,0.548728386404512,0.7883569096844396,0.44933469805527126,0.8295367874222831,0.6787687450670876,0.5614814034730783
apertus_8b@step700000,0.17391304347826086,0.5281569965870307,0.8143939393939394,0.7776417366887997,0.16300227445034116,0.7900816570404302,0.5667,0.46128468853095284,0.185125,0.5163639586256379,0.8041349292709467,0.4534288638689867,0.8502105214389544,0.7419100236779794,0.5590248309323043
oellm_datamix_9b_60_40@step300000,0.16956521739130434,0.5315699658703071,0.8152356902356902,0.756272851523884,0.16982562547384383,0.7532364070902211,0.5268,0.5705414321754317,0.1785,0.5519357110714771,0.808487486398259,0.4580348004094166,0.8271604460497941,0.7000789265982637,0.5583746114491351
olmo_hybrid_7b@step150000,0.2391304347826087,0.5170648464163823,0.8127104377104377,0.7266765920965294,0.17892342683851403,0.7166899024098785,0.4705,0.5670483213661944,0.2526,0.5652102126266365,0.7840043525571273,0.4626407369498465,0.8188663516617822,0.6961325966850829,0.5577284437215015
apertus_8b@step600000,0.2,0.5273037542662116,0.8063973063973064,0.7799524663957496,0.15011372251705837,0.7869946225851424,0.5598,0.44071414709877743,0.18175,0.520685522571967,0.8073993471164309,0.4672466734902764,0.833515293308675,0.7277032359905288,0.5563982922670089
teuken_7B,0.19130434782608696,0.515358361774744,0.7824074074074074,0.7556610719734421,0.12282031842304776,0.7653853813981278,0.5606,0.5226081894042306,0.22319999999999998,0.52258685197716,0.7932535364526659,0.46212896622313204,0.8128863835979693,0.7158642462509865,0.5532903616220716
apertus_8b@step400000,0.20869565217391303,0.5401023890784983,0.8047138047138047,0.7619258915647692,0.16300227445034116,0.7810197171878112,0.5562,0.45449252862410244,0.1631875,0.49191229420956506,0.8068552774755169,0.4498464687819857,0.8341313757384979,0.7134964483030781,0.5521129730215631
apertus_8b@step450000,0.18695652173913044,0.5486348122866894,0.8160774410774411,0.7453812181499645,0.1508718726307809,0.7808205536745668,0.5566,0.444401319619639,0.17725,0.5108987815294392,0.7992383025027203,0.4539406345957011,0.8331036661198308,0.7190213101815311,0.551656888150531
